id;age;fnlwgt;education-num;race;sex;capital-gain;capital-loss;hours-per-week;native-country
1096;48;182862;10; White; Male;0;0;40;USA
1097;39;33886;9; White; Male;0;0;60;USA
1098;28;444304;13; White; Male;0;0;40;USA
1099;19;187161;10; White; Female;0;0;25;USA
1100;49;116892;13; Black; Female;0;0;40;USA
1101;51;176813;12; White; Male;0;0;60;USA
1102;59;151616;14; White; Male;0;0;55;USA
1103;18;240747;9; White; Female;0;0;40;Others
1104;45;320818;9; Black; Male;0;0;80;USA
1105;30;235271;13; White; Male;0;0;50;USA
1106;37;166497;13; White; Male;0;0;35;USA
1107;44;344060;13; White; Male;0;0;40;USA
1108;33;221196;10; Black; Male;0;0;40;USA
1109;61;113544;14; White; Male;0;0;40;USA
1110;61;321117;9; White; Male;0;0;40;USA
1111;38;79619;13; White; Male;0;0;42;USA
1112;36;135289;9; White; Male;0;0;45;USA
1113;44;320984;10; White; Male;5178;0;60;USA
1114;37;203070;10; White; Male;0;0;62;USA
1115;31;32406;10; White; Female;0;0;20;USA
1116;54;99185;16; White; Male;15024;0;45;USA
1117;20;205839;10; White; Male;0;0;16;USA
1118;48;243631;10;Other; Male;7688;0;40;USA
1119;31;231263;13; White; Male;4650;0;45;USA
1120;38;200818;15; White; Male;0;0;40;USA
1121;45;247379;9; White; Male;0;0;40;USA
1122;48;349151;9; White; Male;0;0;40;USA
1123;53;22154;10; White; Male;0;0;40;USA
1124;55;176317;9; White; Female;0;0;40;USA
1125;29;236436;9; White; Female;0;0;40;USA
1126;36;354078;13; White; Male;0;0;60;USA
1127;42;166813;10; White; Male;0;0;60;USA
1128;50;358740;9; White; Female;0;0;40;Others
1129;75;208426;15; White; Male;0;0;35;USA
1130;46;265266;13; White; Male;0;1902;40;USA
1131;52;31838;9; White; Female;0;0;40;USA
1132;27;175034;13; White; Female;0;0;40;USA
1133;43;413297;9; White; Male;0;0;45;USA
1134;31;106347;7; Black; Female;0;0;42;USA
1135;23;174754;10; White; Female;0;0;30;USA
1136;34;441454;9; White; Female;0;0;24;USA
1137;41;209344;9; White; Female;0;0;40;Others
1138;31;185732;9; White; Female;0;0;30;USA
1139;42;65372;10; White; Female;0;0;40;USA
1140;35;33975;14; White; Male;0;0;45;USA
1141;55;326297;9; White; Female;0;0;25;USA
1142;36;194630;9; White; Female;0;0;40;USA
1143;65;167414;9; White; Male;0;0;59;USA
1144;38;165799;10; White; Male;0;0;12;USA
1145;62;192866;10; White; Female;0;0;20;USA
1146;54;166459;15; White; Male;99999;0;60;USA
1147;49;148995;9; White; Male;0;0;40;USA
1148;34;190040;9; White; Female;0;0;40;USA
1149;32;209432;9; White; Female;0;0;40;USA
1150;51;229465;14; White; Male;15024;0;50;USA
1151;48;397466;10; White; Male;0;0;60;USA
1152;52;202452;9; White; Female;0;0;43;USA
1153;28;218555;10; White; Male;0;1762;40;USA
1154;29;128604;9;Other; Male;0;0;40;USA
1155;38;65466;13; White; Female;0;0;50;USA
1156;57;141326;9; White; Male;0;0;50;USA
1157;43;369468;13; White; Male;0;0;40;USA
1158;37;136137;10; White; Male;0;0;40;USA
1159;30;236770;9; White; Male;0;0;40;USA
1160;53;89534;9; White; Male;0;0;48;USA
1161;73;29778;9; White; Female;0;0;37;USA
1162;22;153516;10; White; Male;0;0;35;USA
1163;31;163594;9; White; Female;0;0;45;USA
1164;38;189623;13; White; Male;0;1887;40;USA
1165;50;343748;10; White; Male;0;0;35;USA
1166;37;387430;10; White; Male;0;0;37;USA
1167;44;409505;13; White; Male;0;0;40;USA
1168;47;200734;13; Black; Female;0;0;45;USA
1169;27;115831;10; White; Male;0;0;40;USA
1170;28;150296;12; White; Female;0;0;80;USA
1171;25;323545;9; Black; Female;0;0;40;USA
1172;20;232577;10; White; Female;0;0;40;USA
1173;51;152754;13; White; Male;0;0;40;USA
1174;46;129007;13; White; Male;0;1977;40;USA
1175;67;171584;13; White; Male;6514;0;7;USA
1176;47;386136;9; White; Male;0;0;35;USA
1177;42;342865;9; White; Male;0;0;40;USA
1178;52;186785;9; White; Male;0;1876;50;USA
1179;42;158926;12;Other; Female;0;0;40;Others
1180;21;164019;10; Black; Male;0;0;10;USA
1181;50;88926;9; White; Female;5178;0;40;USA
1182;46;188861;10; White; Male;0;0;40;USA
1183;47;370119;13; White; Male;15024;0;50;USA
1184;57;182062;6; White; Male;0;0;40;USA
1185;37;37238;13; White; Male;0;0;45;USA
1186;50;421132;9; White; Male;0;0;40;USA
1187;63;795830;2; White; Female;0;0;30;Others
1188;39;278403;9; White; Male;0;0;65;USA
1189;46;279661;14; Black; Male;0;0;35;USA
1190;36;113397;9; White; Male;0;0;40;USA
1191;26;280093;3; White; Male;0;1628;50;USA
1192;21;236696;10; White; Male;0;0;57;USA
1193;41;265266;12; White; Male;0;0;40;USA
1194;44;34935;10; Black; Male;0;0;40;USA
1195;22;58222;9; White; Male;0;0;40;USA
1196;29;301010;10; Black; Male;0;0;60;USA
1197;29;419721;9; Black; Female;0;0;40;Others
1198;58;186791;10; White; Female;0;0;40;USA
1199;36;180686;15; White; Male;0;0;50;USA
1200;30;209103;11; White; Male;0;0;48;USA
1201;37;32668;13; White; Male;0;0;43;USA
1202;29;256956;11; White; Male;0;0;40;USA
1203;26;202203;3; White; Female;0;0;40;Others
1204;43;85995;9; White; Male;0;0;45;USA
1205;49;125421;9; White; Female;0;0;40;USA
1206;45;283037;13; White; Male;0;0;40;USA
1207;28;192932;13; White; Female;0;0;40;USA
1208;51;179646;9; White; Female;0;0;40;USA
1209;32;509350;10; White; Male;0;0;50;Others
1210;24;96279;9; White; Female;0;0;40;USA
1211;35;119098;16; White; Male;7298;0;40;USA
1212;41;144928;13; White; Male;0;0;40;USA
1213;48;55237;13; White; Male;0;0;45;USA
1214;61;101265;9; White; Female;1471;0;35;USA
1215;20;114874;10; White; Male;0;0;30;USA
1216;27;190525;9; White; Male;0;0;50;USA
1217;55;121912;10; White; Male;0;0;24;USA
1218;39;83893;9; White; Male;0;0;40;USA
1219;52;168381;9;Other; Female;0;0;40;Others
1220;24;293579;9; Black; Female;0;0;20;USA
1221;29;285290;7; Black; Female;0;0;40;USA
1222;25;188488;9; White; Male;0;0;40;USA
1223;20;324469;10; White; Female;0;0;40;USA
1224;23;275244;9; Black; Male;0;0;35;USA
1225;57;265099;15; White; Male;0;0;60;USA
1226;51;146767;11; White; Male;0;0;40;USA
1227;33;40681;10; White; Female;3674;0;16;USA
1228;39;174938;13; White; Male;0;0;40;USA
1229;40;240124;9; White; Male;0;0;40;USA
1230;71;269708;13; White; Female;2329;0;16;USA
1231;38;34180;10; White; Male;0;0;40;USA
1232;28;225904;15; White; Male;0;0;40;USA
1233;57;89392;14; White; Female;0;0;40;USA
1234;47;46857;10; White; Male;0;0;40;USA
1235;59;105363;9; White; Male;0;0;40;USA
1236;26;195105;9;Other; Male;0;0;40;USA
1237;35;184117;13; White; Female;0;0;40;USA
1238;61;134768;13; White; Male;0;0;50;Others
1239;34;467108;10; White; Male;0;0;50;USA
1240;32;199765;13; White; Male;7688;0;50;USA
1241;42;173938;9; White; Female;0;0;40;USA
1242;39;191161;10; White; Male;0;0;40;USA
1243;58;132606;3; Black; Male;0;0;40;USA
1244;61;30073;9; White; Male;0;1848;60;USA
1245;40;155190;6; Black; Male;0;0;55;USA
1246;31;42900;13; White; Male;0;0;37;USA
1247;36;191161;9; White; Male;0;0;50;USA
1248;23;181820;10; White; Male;0;0;40;USA
1249;33;105974;9; White; Male;0;0;41;USA
1250;52;146378;9; White; Male;0;0;40;USA
1251;22;103440;9; White; Female;0;0;24;USA
1252;51;203435;10; White; Female;0;0;40;Others
1253;31;168312;11; White; Female;0;0;40;USA
1254;49;257764;9; White; Female;0;0;40;USA
1255;49;171301;9; Black; Female;0;0;40;USA
1256;53;225339;10; Black; Female;0;0;40;USA
1257;52;152234;9;Other; Male;99999;0;40;Others
1258;20;444554;6; White; Male;0;0;40;USA
1259;26;403788;12; Black; Male;0;0;40;USA
1260;43;221550;14; White; Female;0;0;30;Others
1261;46;98929;13; White; Male;0;0;52;USA
1262;43;169203;11; White; Female;0;0;35;USA
1263;41;102332;9; Black; Female;0;0;40;USA
1264;44;230684;9; White; Male;0;0;55;USA
1265;54;449257;9; White; Male;0;0;40;USA
1266;65;198766;14; White; Male;20051;0;40;USA
1267;32;97429;13; White; Female;0;0;40;Others
1268;25;208999;10; White; Male;0;0;40;USA
1269;23;37072;13; White; Male;0;0;50;USA
1270;25;163101;13; White; Male;0;0;45;USA
1271;19;119075;10; White; Male;0;0;50;USA
1272;37;137314;9; White; Male;0;0;60;USA
1273;45;127303;10; White; Male;0;0;45;USA
1274;37;349116;9; Black; Male;0;0;44;USA
1275;40;266324;10; White; Male;0;1564;70;Others
1276;17;46496;7; White; Male;0;0;5;USA
1277;27;29904;13; White; Female;0;0;40;USA
1278;59;226922;9; White; Female;0;1762;30;USA
1279;19;234151;9; Black; Female;0;0;40;USA
1280;43;238287;6; Black; Male;0;0;40;USA
1281;42;230624;6; White; Male;0;0;40;USA
1282;54;398212;9; Black; Male;5013;0;40;USA
1283;54;114758;14; White; Male;0;0;50;USA
1284;51;246519;6; White; Male;2105;0;45;USA
1285;50;137815;9; White; Male;0;0;60;USA
1286;40;260696;9; White; Female;0;0;40;USA
1287;55;325007;12; White; Male;0;0;25;USA
1288;50;113176;9; White; Female;0;0;40;USA
1289;31;66815;9; White; Male;0;0;50;USA
1290;24;241523;9; White; Male;0;0;45;USA
1291;30;30226;7; White; Male;0;0;40;USA
1292;39;352628;12; White; Female;0;0;50;USA
1293;37;143912;9; White; Male;0;0;50;USA
1294;33;130021;9; White; Male;0;0;40;USA
1295;48;329778;9; White; Female;0;0;40;USA
1296;43;196945;9;Other; Male;0;0;78;Others
1297;39;24342;13; White; Male;0;0;40;USA
1298;53;34368;10; White; Male;0;0;45;USA
1299;52;173839;6; White; Male;0;0;60;USA
1300;28;73211;10;Other; Male;0;0;20;USA
1301;32;86723;9; White; Male;0;0;52;USA
1302;31;179186;13; Black; Male;0;0;90;USA
1303;31;127610;13; White; Female;0;0;40;USA
1304;47;115070;10; White; Female;0;0;40;USA
1305;40;256202;11; Black; Male;0;0;40;USA
1306;40;202872;12; White; Female;0;0;45;USA
1307;41;184102;7; White; Male;0;0;40;USA
1308;53;130703;9; Black; Male;0;0;40;USA
1309;46;134727;7;Other; Male;0;0;43;Others
1310;45;36228;13; White; Male;4386;0;35;USA
1311;39;297847;5; Black; Female;3411;0;34;USA
1312;19;213644;9; White; Male;0;0;40;USA
1313;57;173796;9; White; Male;0;1887;40;USA
1314;49;147322;11; White; Female;0;0;40;Others
1315;59;296253;9; White; Female;0;0;40;USA
1316;32;180871;11; White; Male;0;0;50;USA
1317;35;211115;10; Black; Male;0;0;40;USA
1318;58;183870;6; White; Female;0;0;40;USA
1319;28;441620;13; White; Male;0;0;43;Others
1320;36;218542;12; White; Female;0;0;40;USA
1321;41;141327;14; White; Female;0;0;35;USA
1322;47;67716;9; White; Male;0;0;40;USA
1323;50;175339;9; White; Male;0;1672;60;USA
1324;36;336595;9; White; Male;0;0;50;USA
1325;38;27997;11; White; Male;0;0;40;USA
1326;56;145574;9; White; Male;0;1902;60;USA
1327;50;30447;11; White; Male;0;0;45;USA
1328;45;256866;10; White; Male;5013;0;40;USA
1329;44;120837;9; White; Male;0;0;66;USA
1330;51;185283;10; White; Male;0;0;45;USA
1331;44;229466;10; White; Male;0;0;50;USA
1332;25;298225;9; White; Male;0;0;50;USA
1333;60;185749;7; Black; Male;0;0;40;USA
1334;49;125892;14; White; Male;0;0;50;USA
1335;46;563883;9; Black; Male;0;0;60;USA
1336;56;311249;9; Black; Female;0;0;38;USA
1337;25;221757;9; White; Male;3325;0;45;USA
1338;22;310152;10; White; Male;0;0;40;USA
1339;41;94113;15; White; Male;0;0;60;USA
1340;48;192945;9; White; Male;7688;0;40;USA
1341;46;161508;6; Black; Male;0;0;40;USA
1342;30;177675;10; White; Male;0;0;40;USA
1343;39;51100;9; White; Male;0;0;40;USA
1344;40;100584;6;Other; Male;0;0;40;USA
1345;70;163003;9; Black; Male;0;0;40;USA
1346;35;67728;10; White; Male;0;2051;45;USA
1347;49;101320;14; White; Female;0;0;75;USA
1348;24;42706;11; White; Male;0;0;60;USA
1349;40;228535;12; White; Male;7298;0;36;USA
1350;61;120939;15; White; Male;0;0;5;USA
1352;28;216481;13; White; Female;0;0;40;USA
1353;69;208869;14; White; Male;0;0;11;USA
1354;22;207940;10; White; Female;0;0;36;USA
1355;47;34248;9; White; Male;0;0;38;USA
1356;38;83727;9; White; Female;0;0;48;USA
1357;26;183077;11; White; Female;0;0;40;USA
1358;17;197850;7;Other; Female;0;0;24;USA
1359;33;235271;10; White; Male;0;0;35;USA
1360;43;35236;9; White; Male;0;0;40;USA
1361;58;255822;11; White; Male;0;0;40;USA
1362;53;263925;9; White; Male;99999;0;40;USA
1363;26;256263;9; White; Male;0;0;25;USA
1364;43;293535;13; Black; Male;0;0;40;USA
1365;31;209448;6; White; Male;2105;0;40;Others
1366;30;57651;9; White; Male;0;2001;42;USA
1367;25;174592;9; White; Female;0;0;25;USA
1368;57;278763;9; White; Female;0;0;40;USA
1369;37;175232;14; White; Male;0;0;60;USA
1370;32;402812;10; White; Male;0;0;48;USA
1371;26;101150;9; White; Female;0;0;41;USA
1372;45;103538;9; White; Male;0;0;40;USA
1373;53;156877;9; White; Male;15024;0;35;USA
1374;27;23940;9;Other; Male;0;0;40;USA
1375;28;210295;7; White; Male;0;0;50;USA
1376;32;80058;7; White; Male;0;0;43;USA
1377;35;187119;13; White; Female;0;1980;65;USA
1378;36;105021;10; White; Male;0;0;55;USA
1379;19;225775;10; White; Male;0;0;40;USA
1380;37;395831;13; White; Male;0;0;80;USA
1381;49;50282;10; White; Male;3325;0;45;USA
1382;20;32732;10; White; Male;0;0;45;USA
1383;64;179436;13; White; Male;15024;0;55;USA
1384;32;123253;12; White; Male;0;0;42;USA
1385;58;48433;9; White; Male;0;0;40;USA
1386;42;245317;9; White; Male;0;0;50;USA
1387;20;431745;10; Black; Female;0;0;14;USA
1388;42;436006;10; Black; Male;0;0;40;USA
1389;25;224943;10; Black; Male;0;0;40;USA
1390;30;167990;11; White; Male;15024;0;65;USA
1391;37;217054;13; White; Male;0;0;35;USA
1392;66;298834;11; White; Male;0;0;50;USA
1393;59;125000;13; White; Male;0;0;40;Others
1394;44;123983;13;Other; Male;0;0;40;Others
1395;46;155489;9; White; Male;0;0;58;USA
1396;59;284834;13; White; Female;2885;0;30;USA
1397;25;212495;13; White; Male;0;1340;40;USA
1398;17;32124;5; Black; Male;0;0;9;USA
1399;47;246891;13; White; Male;0;0;40;USA
1400;47;141483;5; White; Female;0;0;40;USA
1401;30;31985;10; White; Female;0;0;40;USA
1402;20;170800;10; White; Female;0;0;40;USA
1403;26;166295;13; White; Male;0;2339;55;USA
1404;20;231286;10; Black; Male;0;0;15;USA
1405;33;159322;9; White; Male;0;0;40;USA
1406;48;176026;9; White; Male;0;0;40;USA
1407;52;118025;13; White; Male;99999;0;50;USA
1408;37;26898;9; White; Female;0;0;12;USA
1409;47;232628;9; Black; Male;0;0;40;USA
1410;40;85995;6; White; Male;0;0;40;USA
1411;48;125421;14; White; Female;0;0;40;USA
1412;49;245305;6; Black; Male;0;0;42;USA
1413;50;73493;10; White; Female;0;0;40;USA
1414;30;197058;12; White; Female;0;0;40;USA
1415;34;122116;10; White; Male;0;0;40;USA
1416;43;75742;9; White; Male;0;0;40;USA
1417;22;214731;6; White; Female;0;0;40;USA
1418;35;265954;9; Black; Male;0;0;40;USA
1419;26;197156;9; White; Female;0;0;30;USA
1420;62;162245;15; White; Male;0;1628;70;USA
1421;39;203070;9; White; Male;0;0;40;USA
1422;59;165695;10; White; Male;0;0;40;USA
1423;27;168107;13; White; Male;0;0;40;USA
1424;17;163494;6; White; Male;0;0;30;USA
1425;38;180342;13; White; Male;0;0;40;USA
1426;41;122381;10; White; Male;0;1887;50;USA
1427;27;148069;6; White; Female;0;0;40;USA
1428;23;200973;9; White; Female;0;0;40;USA
1429;17;130806;6; White; Male;0;0;24;USA
1430;56;117148;4; White; Female;0;0;40;USA
1431;24;213977;10; White; Female;0;0;40;USA
1432;44;139338;8; Black; Male;0;0;40;USA
1433;23;315877;13; White; Male;0;0;30;USA
1434;25;352057;9; White; Male;0;0;65;USA
1435;21;236684;10; Black; Female;0;0;8;USA
1436;18;208447;8; White; Male;0;0;6;USA
1437;45;149640;10; White; Male;0;0;40;USA
1438;51;154342;4; White; Male;0;0;40;USA
1439;42;141459;9; Black; Female;0;0;40;USA
1440;47;111797;10; Black; Female;0;0;35;Others
1441;29;111900;10; White; Male;0;0;40;USA
1442;33;78707;7; Black; Male;0;0;40;USA
1443;43;160574;13; White; Male;0;0;40;USA
1444;44;216907;12; White; Male;0;1848;40;USA
1445;24;198148;10; White; Male;0;0;30;USA
1446;19;124265;10; White; Male;0;0;40;USA
1447;52;208137;11; White; Male;0;0;40;USA
1448;38;257250;9; White; Male;0;0;52;USA
1449;24;147253;10; White; Male;0;0;50;USA
1450;32;244268;13; White; Male;0;0;50;USA
1451;26;266912;9; White; Male;0;0;50;USA
1452;29;200511;13; White; Male;0;0;50;USA
1453;39;128715;9; White; Male;10520;0;40;USA
1454;48;65535;9; White; Male;0;0;50;USA
1455;40;103395;10; White; Male;0;0;45;USA
1456;51;71046;10; White; Male;0;0;45;Others
1457;28;125442;9; White; Male;0;0;40;USA
1458;22;169188;9; White; Female;0;0;20;USA
1459;23;121471;13; White; Female;0;0;40;USA
1460;65;207281;10; White; Male;0;0;16;USA
1461;26;46097;13; White; Male;0;0;40;USA
1462;38;322143;13; White; Male;0;0;10;USA
1463;33;149184;9; White; Male;0;0;60;USA
1464;33;119829;9; White; Female;0;0;60;USA
1465;37;910398;13; Black; Female;0;0;40;USA
1466;19;176570;7; White; Male;0;0;60;USA
1467;24;216129;13; White; Male;0;0;50;USA
1468;30;27207;7; White; Male;0;0;45;USA
1469;57;68830;9; White; Female;0;0;50;USA
1470;22;178818;10; White; Female;0;0;20;USA
1471;57;236944;9; Black; Male;0;0;40;USA
1472;46;273771;9; White; Male;0;0;40;USA
1473;67;318533;9; White; Male;0;0;35;USA
1474;47;102318;9; White; Male;0;0;40;USA
1475;39;379350;6; White; Male;0;0;40;USA
1476;50;21095;10;Other; Male;0;0;40;Others
1477;58;211547;8; White; Female;0;0;52;USA
1478;36;85272;12; White; Female;0;0;30;USA
1479;45;46406;14; White; Male;0;0;36;Others
1480;54;53833;9; White; Male;0;0;40;USA
1481;26;161007;13; White; Male;0;0;30;USA
1482;60;53707;9; White; Male;0;0;40;USA
1483;46;370119;15; White; Male;99999;0;60;USA
1484;26;310907;10; White; Female;0;0;35;USA
1485;32;375833;7; White; Male;0;0;40;USA
1486;38;107513;9; White; Male;0;0;40;USA
1487;48;58683;10; White; Male;0;0;70;USA
1488;44;179557;9; White; Male;0;1977;45;USA
1489;37;70240;9;Other; Female;0;0;40;Others
1490;44;147206;10; White; Male;0;0;40;USA
1491;31;175548;9;Other; Female;0;0;35;USA
1492;61;163174;15; White; Male;0;0;35;USA
1493;51;126010;9; White; Male;0;0;40;USA
1494;52;147876;13; White; Female;15024;0;60;USA
1495;45;428350;9; White; Female;0;1740;40;USA
1496;39;328466;7; White; Male;2407;0;70;Others
1497;67;258973;9; White; Female;0;0;24;USA
1498;40;345969;12; White; Male;0;0;40;USA
1499;27;127796;3; White; Male;0;0;35;Others
1500;37;405723;2; White; Male;0;0;40;Others
1501;57;175942;10; White; Male;0;0;50;USA
1502;27;284196;6; White; Female;0;0;40;USA
1503;28;89718;9; White; Female;2202;0;48;USA
1504;34;175761;13; White; Male;0;0;60;USA
1505;54;206369;9; White; Male;5178;0;50;USA
1506;52;158993;9; Black; Female;0;0;38;USA
1507;42;285066;13; White; Male;0;0;45;USA
1508;48;126754;14; White; Male;15024;0;40;USA
1509;65;209280;14; White; Male;6514;0;35;USA
1510;55;52888;15; White; Female;0;0;10;USA
1511;71;133821;9; White; Female;0;0;20;USA
1512;33;240763;10; Black; Male;0;0;40;USA
1513;30;39054;9; White; Male;0;0;40;USA
1514;35;119272;13; White; Male;0;0;55;USA
1515;59;143372;6; Black; Female;0;0;40;USA
1516;19;323421;10; White; Male;0;0;20;USA
1517;36;136028;5; White; Male;0;0;30;USA
1518;26;163189;9; White; Male;0;0;40;USA
1519;34;202729;9; White; Male;0;0;40;USA
1520;41;421871;9; Black; Male;0;0;40;USA
1521;44;120277;13; White; Male;15024;0;50;Others
1522;47;198901;9; White; Male;0;0;48;USA
1523;18;214617;10; White; Male;0;0;16;USA
1524;55;179715;6; White; Male;0;0;18;USA
1525;49;107231;9; White; Male;0;2002;40;USA
1526;44;110355;13; White; Male;0;0;40;USA
1527;43;184378;13; White; Male;0;0;40;USA
1528;62;273454;4; White; Male;0;0;40;Others
1529;44;443040;9; Black; Male;0;0;40;USA
1530;50;160151;10; White; Male;0;0;60;USA
1531;35;107991;7; White; Male;0;0;45;USA
1532;52;94391;9; White; Male;0;0;40;USA
1533;46;99835;15; White; Male;0;0;60;USA
1534;44;43711;12; White; Male;7688;0;40;USA
1535;43;83756;10; White; Male;0;0;50;USA
1536;51;120914;4; White; Male;2961;0;40;USA
1537;20;180052;10; White; Male;0;0;20;USA
1538;47;170846;12; White; Female;0;0;40;Others
1539;43;37937;14; White; Male;0;0;50;USA
1540;24;38455;10; White; Male;0;0;40;USA
1541;27;128059;10; White; Male;0;0;50;USA
1542;32;420895;9; White; Male;0;0;40;USA
1543;37;166744;9; White; Female;0;0;12;USA
1544;26;238768;9; White; Male;0;0;60;USA
1545;43;176270;13; White; Male;99999;0;60;USA
1546;50;140592;9; White; Female;0;0;40;USA
1547;20;211466;9; White; Male;0;0;80;USA
1548;37;188540;9; White; Male;0;1902;45;USA
1549;43;39581;9; Black; Female;0;0;45;USA
1550;37;171150;9; White; Male;0;1887;50;USA
1551;53;117496;5; White; Female;0;0;36;Others
1552;44;145160;16; White; Male;0;0;40;USA
1553;25;28520;9; White; Female;0;0;40;USA
1554;17;103851;7; White; Female;1055;0;20;USA
1555;19;375077;9; White; Male;0;0;50;USA
1556;53;281590;9; White; Female;15024;0;40;USA
1557;44;151504;10; White; Male;0;0;50;USA
1558;51;415287;9; Black; Male;0;1902;40;USA
1559;49;32212;9; White; Female;0;0;43;USA
1560;35;123606;10; White; Male;0;0;40;USA
1561;44;202565;9; White; Male;0;0;45;USA
1562;54;177927;14; White; Male;0;0;60;USA
1563;37;256723;10; Black; Female;0;0;35;USA
1564;18;46247;10; White; Female;0;0;15;USA
1565;24;266926;10; White; Male;0;0;40;USA
1566;29;112031;9; White; Female;0;0;50;USA
1567;35;168817;9; White; Male;0;0;40;USA
1568;56;187487;9; White; Male;0;0;48;USA
1569;24;67222;13;Other; Male;0;0;45;Others
1570;43;201723;14; White; Male;0;1902;40;USA
1571;73;267408;9; White; Female;0;0;15;USA
1572;49;105444;8; White; Male;0;0;39;USA
1573;38;156728;13; White; Male;0;0;40;USA
1574;31;148600;9; Black; Male;0;0;40;USA
1575;39;19914;10;Other; Female;0;0;40;USA
1576;42;190767;13; White; Female;0;0;40;USA
1577;41;233955;14;Other; Male;0;0;45;Others
1578;35;30381;13; White; Male;0;0;45;USA
1579;38;187069;9; White; Male;0;0;45;USA
1580;31;367314;9; White; Female;0;0;40;USA
1581;51;101119;9; White; Male;0;0;70;USA
1582;38;86551;13; White; Male;0;0;48;USA
1583;40;218995;10; White; Male;0;0;42;USA
1584;21;57711;9; White; Female;0;0;30;USA
1585;44;303521;10; White; Male;0;0;40;USA
1586;55;199067;9; White; Male;0;0;40;USA
1587;29;247445;9; White; Male;0;0;45;USA
1588;49;186078;14; White; Female;0;0;50;USA
1589;31;77634;11; White; Male;0;0;42;USA
1590;24;180060;14; White; Male;6849;0;90;USA
1591;46;56482;10; Black; Male;0;0;40;USA
1592;26;314177;9; Black; Male;0;0;40;USA
1593;35;239755;13; White; Male;0;0;38;USA
1594;27;377680;11; White; Male;0;0;50;USA
1595;64;134960;13; White; Male;15024;0;35;USA
1596;26;294493;13; White; Male;0;0;40;USA
1597;21;32616;9; White; Female;0;1719;16;USA
1598;57;52267;9; White; Male;0;0;72;USA
1599;30;117963;13; White; Male;0;0;40;USA
1600;45;98881;7; White; Female;0;0;32;USA
1601;50;196963;4; White; Female;0;0;30;USA
1602;38;166988;13; White; Female;0;0;40;USA
1603;43;193459;10; White; Male;0;0;60;USA
1604;42;182342;10; White; Female;0;0;55;USA
1605;32;496743;13; White; Male;0;0;40;USA
1606;20;154781;9; White; Female;0;0;40;USA
1607;27;219371;9; White; Female;0;0;35;USA
1608;45;99179;7; White; Female;0;0;40;USA
1609;40;224910;9; White; Female;0;0;40;USA
1610;38;304651;9; White; Male;0;0;60;USA
1611;37;349689;9; White; Female;0;0;40;USA
1612;60;106850;6; White; Female;0;0;40;USA
1613;53;196328;9; Black; Male;0;0;45;USA
1614;25;169323;13; White; Female;0;0;40;USA
1615;47;162924;13;Other; Male;0;0;60;Others
1617;19;197384;10; White; Female;0;0;10;USA
1618;42;251795;10; White; Female;0;0;50;USA
1619;41;165309;13; White; Female;0;0;40;USA
1620;28;215873;6; Black; Male;0;0;45;USA
1621;46;133938;14; White; Female;27828;0;50;USA
1622;49;159816;13; White; Female;99999;0;20;USA
1623;24;228424;9; Black; Male;0;0;40;USA
1624;32;195576;7; White; Male;0;0;40;USA
1625;71;105200;9; White; Male;6767;0;20;USA
1626;26;167350;10; White; Male;3103;0;40;USA
1627;29;52199;9; White; Male;0;0;40;USA
1628;50;171338;10; White; Male;99999;0;50;USA
1629;51;120173;11; White; Male;3103;0;50;USA
1630;49;169818;9; Black; Female;0;0;40;USA
1631;31;288419;6; White; Male;0;0;40;USA
1632;23;207546;7; White; Male;0;0;40;USA
1633;59;147707;9; White; Male;0;2339;40;USA
1634;43;193882;10; White; Male;7688;0;40;USA
1635;38;31033;13; White; Male;7298;0;40;USA
1636;37;272950;9; White; Male;0;0;40;USA
1637;29;183523;6; White; Male;0;0;40;USA
1638;39;238415;13; White; Male;0;0;50;USA
1639;31;19302;12; White; Male;2202;0;38;USA
1640;42;339671;13; White; Female;8614;0;45;USA
1641;35;103260;14; White; Female;0;0;35;USA
1642;39;79331;14;Other; Male;15024;0;40;USA
1643;40;135056;12; White; Female;0;0;40;USA
1644;66;142723;3; White; Female;0;0;40;Others
1645;30;188569;5; White; Male;0;0;40;USA
1646;43;57322;12; White; Male;0;0;40;USA
1647;47;178309;5; White; Female;0;0;50;USA
1648;45;166107;14;Other; Female;0;0;40;Others
1649;31;53042;10; Black; Male;0;0;40;Others
1650;33;155343;9; White; Male;3103;0;40;USA
1651;32;35595;13; White; Male;0;0;40;USA
1652;28;429507;12; Black; Male;0;0;40;USA
1653;50;159670;9; White; Male;0;0;40;USA
1654;63;151210;4; White; Female;0;0;40;USA
1655;28;186792;13; White; Male;0;0;40;USA
1656;38;204640;10; Black; Female;0;0;40;USA
1657;52;87205;9; White; Female;0;0;38;USA
1658;38;112847;15;Other; Male;0;0;40;USA
1659;41;107306;9; White; Male;2174;0;40;USA
1660;50;211319;14; White; Male;0;0;38;USA
1661;59;183606;7; White; Male;0;0;40;USA
1662;32;205390;9; White; Male;0;0;49;USA
1663;73;232871;4; White; Male;2228;0;10;USA
1664;52;101017;9; White; Male;0;0;38;USA
1665;57;114495;9; White; Male;0;0;60;USA
1666;35;183898;11; White; Male;7298;0;50;USA
1667;51;163921;13; White; Male;0;0;56;USA
1668;22;311764;7; Black; Female;0;0;35;USA
1669;49;188330;9; White; Male;0;0;40;USA
1670;22;267174;9; Black; Male;0;0;40;USA
